origin,destination,distance,duration
Kansas City,Moline,587 km,5 hours 19 mins
Kansas City,Moline,587 km,5 hours 19 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Chicago,474 km,4 hours 36 mins
Belleville,Chicago,474 km,4 hours 36 mins
Chicago,Kansas City,821 km,7 hours 36 mins
Chicago,Kansas City,821 km,7 hours 36 mins
Roanoke,Harrisburg,474 km,4 hours 27 mins
Roanoke,Harrisburg,474 km,4 hours 27 mins
Harrisburg,State College,139 km,1 hour 31 mins
Harrisburg,State College,139 km,1 hour 31 mins
State College,Pittsburgh,225 km,2 hours 29 mins
State College,Pittsburgh,225 km,2 hours 29 mins
Pittsburgh,Roanoke,546 km,5 hours 40 mins
Pittsburgh,Roanoke,546 km,5 hours 40 mins
Spokane,Bemidji,"2,056 km",18 hours 39 mins
Spokane,Bemidji,"2,056 km",18 hours 39 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Duluth,Spokane,"2,238 km",20 hours 43 mins
Duluth,Spokane,"2,238 km",20 hours 43 mins
Los Angeles,Long Beach,38.5 km,28 mins
Los Angeles,Long Beach,38.5 km,28 mins
Long Beach,San Francisco,652 km,6 hours 18 mins
Long Beach,San Francisco,652 km,6 hours 18 mins
Key West,State College,"2,278 km",21 hours 20 mins
Key West,State College,"2,278 km",21 hours 20 mins
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Harrisburg,222 km,2 hours 25 mins
Johnstown,Harrisburg,222 km,2 hours 25 mins
Harrisburg,Key West,"2,127 km",20 hours 3 mins
Harrisburg,Key West,"2,127 km",20 hours 3 mins
Columbus,Augusta,944 km,9 hours 5 mins
Columbus,Augusta,944 km,9 hours 5 mins
Augusta,Decatur,229 km,2 hours 19 mins
Augusta,Decatur,229 km,2 hours 19 mins
Decatur,Atlanta,13.0 km,19 mins
Decatur,Atlanta,13.0 km,19 mins
Atlanta,Columbus,913 km,8 hours 20 mins
Atlanta,Columbus,913 km,8 hours 20 mins
Dallas,Charleston,"1,748 km",15 hours 56 mins
Dallas,Charleston,"1,748 km",15 hours 56 mins
Charleston,Myrtle Beach,158 km,2 hours 6 mins
Charleston,Myrtle Beach,158 km,2 hours 6 mins
Myrtle Beach,Greer,411 km,4 hours 12 mins
Myrtle Beach,Greer,411 km,4 hours 12 mins
Greer,Dallas,"1,516 km",13 hours 42 mins
Greer,Dallas,"1,516 km",13 hours 42 mins
Cincinnati,Houston,"1,688 km",15 hours 49 mins
Cincinnati,Houston,"1,688 km",15 hours 49 mins
Houston,San Antonio,317 km,2 hours 56 mins
Houston,San Antonio,317 km,2 hours 56 mins
San Antonio,Dallas,440 km,4 hours 4 mins
San Antonio,Dallas,440 km,4 hours 4 mins
Dallas,Cincinnati,"1,501 km",13 hours 40 mins
Dallas,Cincinnati,"1,501 km",13 hours 40 mins
Latrobe,Fort Myers,"1,826 km",17 hours 15 mins
Latrobe,Fort Myers,"1,826 km",17 hours 15 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Gainesville,Orlando,181 km,1 hour 46 mins
Gainesville,Orlando,181 km,1 hour 46 mins
Orlando,Latrobe,"1,546 km",14 hours 29 mins
Orlando,Latrobe,"1,546 km",14 hours 29 mins
Albuquerque,Flagstaff,519 km,4 hours 43 mins
Albuquerque,Flagstaff,519 km,4 hours 43 mins
Flagstaff,Yuma,504 km,4 hours 46 mins
Flagstaff,Yuma,504 km,4 hours 46 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Phoenix,Albuquerque,675 km,6 hours 29 mins
Phoenix,Albuquerque,675 km,6 hours 29 mins
Norfolk,Philadelphia,445 km,5 hours 1 min
Norfolk,Philadelphia,445 km,5 hours 1 min
Philadelphia,State College,309 km,3 hours 12 mins
Philadelphia,State College,309 km,3 hours 12 mins
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Norfolk,590 km,6 hours 2 mins
Johnstown,Norfolk,590 km,6 hours 2 mins
Milwaukee,Bemidji,887 km,8 hours 24 mins
Milwaukee,Bemidji,887 km,8 hours 24 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Duluth,Milwaukee,639 km,5 hours 55 mins
Duluth,Milwaukee,639 km,5 hours 55 mins
Flagstaff,Laredo,"1,735 km",17 hours 7 mins
Flagstaff,Laredo,"1,735 km",17 hours 7 mins
Laredo,Abilene,606 km,6 hours 7 mins
Laredo,Abilene,606 km,6 hours 7 mins
Abilene,Dallas,292 km,2 hours 43 mins
Abilene,Dallas,292 km,2 hours 43 mins
Dallas,Flagstaff,"1,560 km",14 hours 5 mins
Dallas,Flagstaff,"1,560 km",14 hours 5 mins
Asheville,Chicago,"1,051 km",9 hours 54 mins
Asheville,Chicago,"1,051 km",9 hours 54 mins
Chicago,Rockford,143 km,1 hour 32 mins
Chicago,Rockford,143 km,1 hour 32 mins
Rockford,Peoria,219 km,2 hours 17 mins
Rockford,Peoria,219 km,2 hours 17 mins
Peoria,Asheville,"1,095 km",10 hours 7 mins
Peoria,Asheville,"1,095 km",10 hours 7 mins
Austin,San Diego,"2,092 km",19 hours 0 mins
Austin,San Diego,"2,092 km",19 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
Fort Myers,Buffalo,"2,183 km",20 hours 9 mins
Fort Myers,Buffalo,"2,183 km",20 hours 9 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Niagara Falls,New York,657 km,6 hours 29 mins
Niagara Falls,New York,657 km,6 hours 29 mins
New York,Fort Myers,"2,014 km",18 hours 35 mins
New York,Fort Myers,"2,014 km",18 hours 35 mins
Savannah,Evansville,"1,041 km",9 hours 33 mins
Savannah,Evansville,"1,041 km",9 hours 33 mins
Evansville,South Bend,512 km,5 hours 1 min
Evansville,South Bend,512 km,5 hours 1 min
South Bend,Indianapolis,241 km,2 hours 33 mins
South Bend,Indianapolis,241 km,2 hours 33 mins
Indianapolis,Savannah,"1,242 km",11 hours 31 mins
Indianapolis,Savannah,"1,242 km",11 hours 31 mins
Phoenix,San Diego,571 km,5 hours 19 mins
Phoenix,San Diego,571 km,5 hours 19 mins
San Diego,Redding,"1,070 km",10 hours 10 mins
San Diego,Redding,"1,070 km",10 hours 10 mins
Redding,Sacramento,260 km,2 hours 28 mins
Redding,Sacramento,260 km,2 hours 28 mins
Sacramento,Phoenix,"1,217 km",11 hours 20 mins
Sacramento,Phoenix,"1,217 km",11 hours 20 mins
Indianapolis,Charlotte,923 km,8 hours 51 mins
Indianapolis,Charlotte,923 km,8 hours 51 mins
Charlotte,Asheville,209 km,2 hours 7 mins
Charlotte,Asheville,209 km,2 hours 7 mins
Asheville,Fayetteville,423 km,4 hours 9 mins
Asheville,Fayetteville,423 km,4 hours 9 mins
Fayetteville,Indianapolis,"1,033 km",10 hours 6 mins
Fayetteville,Indianapolis,"1,033 km",10 hours 6 mins
Boston,Pittsburgh,921 km,9 hours 5 mins
Boston,Pittsburgh,921 km,9 hours 5 mins
Pittsburgh,Johnstown,108 km,1 hour 24 mins
Pittsburgh,Johnstown,108 km,1 hour 24 mins
Johnstown,Philadelphia,384 km,3 hours 54 mins
Johnstown,Philadelphia,384 km,3 hours 54 mins
Philadelphia,Boston,494 km,5 hours 2 mins
Philadelphia,Boston,494 km,5 hours 2 mins
Fort Smith,Houston,828 km,7 hours 39 mins
Fort Smith,Houston,828 km,7 hours 39 mins
Houston,Austin,266 km,2 hours 31 mins
Houston,Austin,266 km,2 hours 31 mins
Austin,Wichita Falls,488 km,4 hours 24 mins
Austin,Wichita Falls,488 km,4 hours 24 mins
Wichita Falls,Fort Smith,504 km,4 hours 28 mins
Wichita Falls,Fort Smith,504 km,4 hours 28 mins
Charlotte,Paducah,871 km,8 hours 20 mins
Charlotte,Paducah,871 km,8 hours 20 mins
Paducah,Owensboro,205 km,2 hours 10 mins
Paducah,Owensboro,205 km,2 hours 10 mins
Owensboro,Lexington,286 km,2 hours 47 mins
Owensboro,Lexington,286 km,2 hours 47 mins
Lexington,Charlotte,645 km,6 hours 23 mins
Lexington,Charlotte,645 km,6 hours 23 mins
Green Bay,Escanaba,178 km,1 hour 58 mins
Green Bay,Escanaba,178 km,1 hour 58 mins
Escanaba,Detroit,700 km,6 hours 23 mins
Escanaba,Detroit,700 km,6 hours 23 mins
Detroit,Lansing,146 km,1 hour 24 mins
Detroit,Lansing,146 km,1 hour 24 mins
Lansing,Green Bay,681 km,6 hours 25 mins
Lansing,Green Bay,681 km,6 hours 25 mins
Roswell,Abilene,498 km,4 hours 40 mins
Roswell,Abilene,498 km,4 hours 40 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Roswell,275 km,2 hours 39 mins
Lubbock,Roswell,275 km,2 hours 39 mins
Nashville,Wilmington,988 km,9 hours 36 mins
Nashville,Wilmington,988 km,9 hours 36 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Charlotte,Nashville,657 km,6 hours 25 mins
Charlotte,Nashville,657 km,6 hours 25 mins
Huntsville,Pensacola,567 km,5 hours 18 mins
Huntsville,Pensacola,567 km,5 hours 18 mins
Pensacola,Orlando,725 km,6 hours 21 mins
Pensacola,Orlando,725 km,6 hours 21 mins
Orlando,Miami,378 km,3 hours 26 mins
Orlando,Miami,378 km,3 hours 26 mins
Miami,Huntsville,"1,358 km",12 hours 37 mins
Miami,Huntsville,"1,358 km",12 hours 37 mins
San Francisco,San Luis Obispo,372 km,3 hours 34 mins
San Francisco,San Luis Obispo,372 km,3 hours 34 mins
San Luis Obispo,Los Angeles,304 km,3 hours 14 mins
San Luis Obispo,Los Angeles,304 km,3 hours 14 mins
Minneapolis,Boise,"2,336 km",21 hours 6 mins
Minneapolis,Boise,"2,336 km",21 hours 6 mins
Boise,Idaho Falls,451 km,4 hours 1 min
Boise,Idaho Falls,451 km,4 hours 1 min
Idaho Falls,Pocatello,83.4 km,49 mins
Idaho Falls,Pocatello,83.4 km,49 mins
Pocatello,Minneapolis,"1,972 km",17 hours 59 mins
Pocatello,Minneapolis,"1,972 km",17 hours 59 mins
Charlotte,Charleston,336 km,3 hours 12 mins
Charlotte,Charleston,336 km,3 hours 12 mins
Charleston,Hilton Head,158 km,2 hours 2 mins
Charleston,Hilton Head,158 km,2 hours 2 mins
Hilton Head,Greer,410 km,3 hours 59 mins
Hilton Head,Greer,410 km,3 hours 59 mins
Greer,Charlotte,150 km,1 hour 36 mins
Greer,Charlotte,150 km,1 hour 36 mins
Tucson,Seattle,"2,456 km",22 hours 57 mins
Tucson,Seattle,"2,456 km",22 hours 57 mins
Seattle,Wenatchee,238 km,2 hours 33 mins
Seattle,Wenatchee,238 km,2 hours 33 mins
Wenatchee,Everett,198 km,2 hours 31 mins
Wenatchee,Everett,198 km,2 hours 31 mins
Everett,Tucson,"2,490 km",23 hours 20 mins
Everett,Tucson,"2,490 km",23 hours 20 mins
Rapid City,Bemidji,"1,004 km",9 hours 45 mins
Rapid City,Bemidji,"1,004 km",9 hours 45 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Minneapolis,Duluth,248 km,2 hours 16 mins
Duluth,Rapid City,"1,172 km",10 hours 31 mins
Duluth,Rapid City,"1,172 km",10 hours 31 mins
Chicago,Moline,265 km,2 hours 37 mins
Chicago,Moline,265 km,2 hours 37 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,Tucson,"2,367 km",21 hours 34 mins
Belleville,Tucson,"2,367 km",21 hours 34 mins
Dayton,Fort Myers,"1,749 km",15 hours 45 mins
Dayton,Fort Myers,"1,749 km",15 hours 45 mins
Fort Myers,Tampa,204 km,1 hour 58 mins
Fort Myers,Tampa,204 km,1 hour 58 mins
Tampa,Tallahassee,442 km,4 hours 0 mins
Tampa,Tallahassee,442 km,4 hours 0 mins
Tallahassee,Dayton,"1,258 km",11 hours 48 mins
Tallahassee,Dayton,"1,258 km",11 hours 48 mins
El Paso,Alamosa,753 km,7 hours 11 mins
El Paso,Alamosa,753 km,7 hours 11 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Grand Junction,Durango,269 km,3 hours 33 mins
Grand Junction,Durango,269 km,3 hours 33 mins
Durango,El Paso,771 km,7 hours 17 mins
Durango,El Paso,771 km,7 hours 17 mins
Atlanta,Buffalo,"1,443 km",13 hours 6 mins
Atlanta,Buffalo,"1,443 km",13 hours 6 mins
Buffalo,Watertown,347 km,3 hours 15 mins
Buffalo,Watertown,347 km,3 hours 15 mins
Watertown,New York,510 km,5 hours 7 mins
Watertown,New York,510 km,5 hours 7 mins
New York,Atlanta,"1,401 km",13 hours 8 mins
New York,Atlanta,"1,401 km",13 hours 8 mins
Kansas City,Bemidji,"1,046 km",9 hours 50 mins
Kansas City,Bemidji,"1,046 km",9 hours 50 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,St. Cloud,105 km,1 hour 6 mins
Minneapolis,St. Cloud,105 km,1 hour 6 mins
St. Cloud,Kansas City,805 km,7 hours 19 mins
St. Cloud,Kansas City,805 km,7 hours 19 mins
Detroit,Fort Dodge,"1,066 km",9 hours 52 mins
Detroit,Fort Dodge,"1,066 km",9 hours 52 mins
Fort Dodge,Dubuque,301 km,2 hours 58 mins
Fort Dodge,Dubuque,301 km,2 hours 58 mins
Dubuque,Des Moines,317 km,3 hours 13 mins
Dubuque,Des Moines,317 km,3 hours 13 mins
Des Moines,Detroit,964 km,8 hours 49 mins
Des Moines,Detroit,964 km,8 hours 49 mins
San Francisco,Boise,"1,029 km",9 hours 53 mins
San Francisco,Boise,"1,029 km",9 hours 53 mins
Boise,Pocatello,378 km,3 hours 25 mins
Boise,Pocatello,378 km,3 hours 25 mins
Pocatello,Twin Falls,183 km,1 hour 46 mins
Pocatello,Twin Falls,183 km,1 hour 46 mins
Twin Falls,San Francisco,"1,078 km",10 hours 7 mins
Twin Falls,San Francisco,"1,078 km",10 hours 7 mins
Washington,Buffalo,611 km,6 hours 54 mins
Washington,Buffalo,611 km,6 hours 54 mins
Buffalo,Ogdensburg,440 km,4 hours 14 mins
Buffalo,Ogdensburg,440 km,4 hours 14 mins
Ogdensburg,White Plains,603 km,5 hours 50 mins
Ogdensburg,White Plains,603 km,5 hours 50 mins
White Plains,Washington,413 km,4 hours 17 mins
White Plains,Washington,413 km,4 hours 17 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Austin,266 km,2 hours 31 mins
Houston,Austin,266 km,2 hours 31 mins
Austin,Corpus Christi,350 km,3 hours 10 mins
Austin,Corpus Christi,350 km,3 hours 10 mins
Corpus Christi,Dallas,661 km,5 hours 53 mins
Corpus Christi,Dallas,661 km,5 hours 53 mins
Louisville,Alamosa,"1,925 km",17 hours 49 mins
Louisville,Alamosa,"1,925 km",17 hours 49 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Grand Junction,Colorado Springs,498 km,4 hours 46 mins
Grand Junction,Colorado Springs,498 km,4 hours 46 mins
Colorado Springs,Louisville,"1,758 km",15 hours 52 mins
Colorado Springs,Louisville,"1,758 km",15 hours 52 mins
San Diego,Oakland,789 km,7 hours 38 mins
San Diego,Oakland,789 km,7 hours 38 mins
Oakland,Los Angeles,597 km,5 hours 43 mins
Oakland,Los Angeles,597 km,5 hours 43 mins
Sacramento,Abilene,"2,520 km",23 hours 18 mins
Sacramento,Abilene,"2,520 km",23 hours 18 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Sacramento,"2,251 km",20 hours 52 mins
Lubbock,Sacramento,"2,251 km",20 hours 52 mins
Sacramento,Portland,932 km,8 hours 56 mins
Sacramento,Portland,932 km,8 hours 56 mins
Portland,Medford,439 km,4 hours 17 mins
Portland,Medford,439 km,4 hours 17 mins
Medford,Eugene,268 km,2 hours 40 mins
Medford,Eugene,268 km,2 hours 40 mins
Eugene,Sacramento,763 km,7 hours 21 mins
Eugene,Sacramento,763 km,7 hours 21 mins
Charleston,Augusta,243 km,2 hours 53 mins
Charleston,Augusta,243 km,2 hours 53 mins
Augusta,Decatur,229 km,2 hours 19 mins
Augusta,Decatur,229 km,2 hours 19 mins
Decatur,Atlanta,13.0 km,19 mins
Decatur,Atlanta,13.0 km,19 mins
Atlanta,Charleston,491 km,4 hours 45 mins
Atlanta,Charleston,491 km,4 hours 45 mins
Syracuse,Longview,"2,292 km",21 hours 6 mins
Syracuse,Longview,"2,292 km",21 hours 6 mins
Longview,Wichita Falls,434 km,3 hours 55 mins
Longview,Wichita Falls,434 km,3 hours 55 mins
Wichita Falls,Amarillo,362 km,3 hours 28 mins
Wichita Falls,Amarillo,362 km,3 hours 28 mins
Amarillo,Syracuse,"2,643 km",23 hours 53 mins
Amarillo,Syracuse,"2,643 km",23 hours 53 mins
Ithaca,Wilmington,"1,119 km",10 hours 55 mins
Ithaca,Wilmington,"1,119 km",10 hours 55 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Fayetteville,Ithaca,"1,035 km",10 hours 3 mins
Fayetteville,Ithaca,"1,035 km",10 hours 3 mins
Sacramento,Portland,932 km,8 hours 56 mins
Sacramento,Portland,932 km,8 hours 56 mins
Portland,Medford,439 km,4 hours 17 mins
Portland,Medford,439 km,4 hours 17 mins
Medford,Eugene,268 km,2 hours 40 mins
Medford,Eugene,268 km,2 hours 40 mins
Eugene,Sacramento,763 km,7 hours 21 mins
Eugene,Sacramento,763 km,7 hours 21 mins
Belleville,Flagstaff,"2,219 km",19 hours 52 mins
Belleville,Flagstaff,"2,219 km",19 hours 52 mins
Flagstaff,Yuma,504 km,4 hours 46 mins
Flagstaff,Yuma,504 km,4 hours 46 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Phoenix,Belleville,"2,372 km",21 hours 35 mins
Phoenix,Belleville,"2,372 km",21 hours 35 mins
Erie,Chicago,718 km,6 hours 50 mins
Erie,Chicago,718 km,6 hours 50 mins
Chicago,Rockford,143 km,1 hour 32 mins
Chicago,Rockford,143 km,1 hour 32 mins
Rockford,Peoria,219 km,2 hours 17 mins
Rockford,Peoria,219 km,2 hours 17 mins
Peoria,Erie,942 km,8 hours 46 mins
Peoria,Erie,942 km,8 hours 46 mins
San Diego,Cedar City,805 km,7 hours 27 mins
San Diego,Cedar City,805 km,7 hours 27 mins
Cedar City,Provo,335 km,2 hours 55 mins
Cedar City,Provo,335 km,2 hours 55 mins
Provo,Salt Lake City,72.3 km,46 mins
Provo,Salt Lake City,72.3 km,46 mins
Salt Lake City,San Diego,"1,207 km",10 hours 48 mins
Salt Lake City,San Diego,"1,207 km",10 hours 48 mins
Seattle,San Francisco,"1,300 km",12 hours 28 mins
Seattle,San Francisco,"1,300 km",12 hours 28 mins
San Francisco,Seattle,"1,300 km",12 hours 25 mins
San Francisco,Seattle,"1,300 km",12 hours 25 mins
Kansas City,Newark,"1,901 km",17 hours 52 mins
Kansas City,Newark,"1,901 km",17 hours 52 mins
Newark,Kansas City,"1,900 km",17 hours 48 mins
Newark,Kansas City,"1,900 km",17 hours 48 mins
Boston,Washington,709 km,7 hours 12 mins
Boston,Washington,709 km,7 hours 12 mins
Washington,Boston,704 km,7 hours 12 mins
Washington,Boston,704 km,7 hours 12 mins
Fort Smith,Dallas,447 km,4 hours 19 mins
Fort Smith,Dallas,447 km,4 hours 19 mins
Dallas,Fort Smith,446 km,4 hours 18 mins
Dallas,Fort Smith,446 km,4 hours 18 mins
Columbus,Charlotte,684 km,6 hours 42 mins
Columbus,Charlotte,684 km,6 hours 42 mins
Charlotte,Columbus,685 km,6 hours 41 mins
Charlotte,Columbus,685 km,6 hours 41 mins
El Paso,Los Angeles,"1,290 km",11 hours 46 mins
El Paso,Los Angeles,"1,290 km",11 hours 46 mins
Los Angeles,El Paso,"1,289 km",11 hours 43 mins
Los Angeles,El Paso,"1,289 km",11 hours 43 mins
Wichita,Dallas,585 km,5 hours 19 mins
Wichita,Dallas,585 km,5 hours 19 mins
Dallas,Wichita,585 km,5 hours 19 mins
Dallas,Wichita,585 km,5 hours 19 mins
Burbank,Salt Lake City,"1,112 km",9 hours 55 mins
Burbank,Salt Lake City,"1,112 km",9 hours 55 mins
Salt Lake City,Burbank,"1,118 km",9 hours 59 mins
Salt Lake City,Burbank,"1,118 km",9 hours 59 mins
Santa Ana,Houston,"2,475 km",22 hours 12 mins
Santa Ana,Houston,"2,475 km",22 hours 12 mins
Houston,Santa Ana,"2,494 km",22 hours 8 mins
Houston,Santa Ana,"2,494 km",22 hours 8 mins
Sioux Falls,Minneapolis,383 km,3 hours 48 mins
Sioux Falls,Minneapolis,383 km,3 hours 48 mins
Minneapolis,Sioux Falls,381 km,3 hours 45 mins
Minneapolis,Sioux Falls,381 km,3 hours 45 mins
Detroit,Norfolk,"1,144 km",10 hours 55 mins
Detroit,Norfolk,"1,144 km",10 hours 55 mins
Norfolk,Detroit,"1,142 km",10 hours 49 mins
Norfolk,Detroit,"1,142 km",10 hours 49 mins
Panama City,Atlanta,465 km,4 hours 50 mins
Panama City,Atlanta,465 km,4 hours 50 mins
Atlanta,Panama City,464 km,4 hours 51 mins
Atlanta,Panama City,464 km,4 hours 51 mins
Bakersfield,Dallas,"2,333 km",21 hours 9 mins
Bakersfield,Dallas,"2,333 km",21 hours 9 mins
Dallas,Bakersfield,"2,332 km",21 hours 5 mins
Dallas,Bakersfield,"2,332 km",21 hours 5 mins
Milwaukee,Newark,"1,402 km",13 hours 9 mins
Milwaukee,Newark,"1,402 km",13 hours 9 mins
Newark,Milwaukee,"1,401 km",13 hours 11 mins
Newark,Milwaukee,"1,401 km",13 hours 11 mins
Rochester,Charlotte,"1,167 km",10 hours 59 mins
Rochester,Charlotte,"1,167 km",10 hours 59 mins
Charlotte,Rochester,"1,166 km",10 hours 57 mins
Charlotte,Rochester,"1,166 km",10 hours 57 mins
Chicago,Cincinnati,477 km,4 hours 34 mins
Chicago,Cincinnati,477 km,4 hours 34 mins
Cincinnati,Chicago,475 km,4 hours 34 mins
Cincinnati,Chicago,475 km,4 hours 34 mins
Roswell,Phoenix,929 km,8 hours 42 mins
Roswell,Phoenix,929 km,8 hours 42 mins
Phoenix,Roswell,921 km,8 hours 48 mins
Phoenix,Roswell,921 km,8 hours 48 mins
New York,Wilmington,959 km,9 hours 6 mins
New York,Wilmington,959 km,9 hours 6 mins
Wilmington,New York,949 km,9 hours 2 mins
Wilmington,New York,949 km,9 hours 2 mins
Spokane,Oakland,"1,399 km",13 hours 55 mins
Spokane,Oakland,"1,399 km",13 hours 55 mins
Oakland,Spokane,"1,399 km",13 hours 49 mins
Oakland,Spokane,"1,399 km",13 hours 49 mins
Denver,Kansas City,973 km,8 hours 35 mins
Denver,Kansas City,973 km,8 hours 35 mins
Kansas City,Denver,970 km,8 hours 39 mins
Kansas City,Denver,970 km,8 hours 39 mins
Des Moines,Charlotte,"1,684 km",15 hours 45 mins
Des Moines,Charlotte,"1,684 km",15 hours 45 mins
Charlotte,Des Moines,"1,704 km",15 hours 53 mins
Charlotte,Des Moines,"1,704 km",15 hours 53 mins
Minneapolis,La Crosse,255 km,2 hours 33 mins
Minneapolis,La Crosse,255 km,2 hours 33 mins
La Crosse,Minneapolis,256 km,2 hours 32 mins
La Crosse,Minneapolis,256 km,2 hours 32 mins
Kansas City,Charleston,"1,776 km",16 hours 19 mins
Kansas City,Charleston,"1,776 km",16 hours 19 mins
Charleston,Kansas City,"1,775 km",16 hours 19 mins
Charleston,Kansas City,"1,775 km",16 hours 19 mins
St. Louis,Baltimore,"1,321 km",12 hours 30 mins
St. Louis,Baltimore,"1,321 km",12 hours 30 mins
Baltimore,St. Louis,"1,321 km",12 hours 27 mins
Baltimore,St. Louis,"1,321 km",12 hours 27 mins
Jacksonville,Boston,"1,843 km",17 hours 4 mins
Jacksonville,Boston,"1,843 km",17 hours 4 mins
Boston,Jacksonville,"1,853 km",17 hours 8 mins
Boston,Jacksonville,"1,853 km",17 hours 8 mins
Wilmington,Philadelphia,811 km,7 hours 41 mins
Wilmington,Philadelphia,811 km,7 hours 41 mins
Philadelphia,Wilmington,819 km,7 hours 44 mins
Philadelphia,Wilmington,819 km,7 hours 44 mins
San Diego,Austin,"2,091 km",19 hours 4 mins
San Diego,Austin,"2,091 km",19 hours 4 mins
Austin,San Diego,"2,092 km",19 hours 0 mins
Austin,San Diego,"2,092 km",19 hours 0 mins
Houston,Tucson,"1,715 km",15 hours 14 mins
