NAME,price,room type,house_rules,minimum nights,maximum occupancy,review rate number,city
Cozy studio basement in heart of Brooklyn,489.0,Private room,No pets & No smoking & No children under 10,2.0,1,4.0,Syracuse
Chill Vibes in Beautiful Fort Greene,518.0,Private room,No visitors,2.0,2,4.0,Syracuse
Sunny 2 bedroom apartment!,201.0,Entire home/apt,No pets & No smoking,1.0,3,2.0,Syracuse
Magnificent NYC 1 Bedroom Apt on the River!!,445.0,Entire home/apt,No pets,30.0,2,3.0,Syracuse
Brooklyn Studio with a View,1168.0,Entire home/apt,No parties,2.0,5,3.0,Syracuse
Boutique Studio,162.0,Entire home/apt,No pets,5.0,2,5.0,Syracuse
Bed Stuy Home Away From Home,735.0,Entire home/apt,No parties,1.0,6,2.0,Syracuse
10 mins from JFK. Smoking okay.,692.0,Private room,No smoking & No children under 10,1.0,2,4.0,Syracuse
Spacious & Artsy Astoria Apartment,647.0,Entire home/apt,No parties & No children under 10,3.0,5,4.0,Syracuse
Privet outdoor space!!!,173.0,Entire home/apt,No smoking & No children under 10 & No parties,30.0,2,1.0,Syracuse
1 Bedroom Condo/Kitchen Wyndham Midtown 45 Resort*,488.0,Private room,No parties,3.0,1,2.0,Syracuse
"Sunny, Cozy, and a View!",1137.0,Entire home/apt,No smoking,2.0,9,4.0,Syracuse
SHOOTS ONLY - Huge Artist loft in Williamsburg,526.0,Entire home/apt,No pets,1.0,2,4.0,Syracuse
A Crown Heights Holiday,828.0,Private room,No pets,1.0,2,3.0,Syracuse
Large Bedroom in 2 Bed Apartment Brighton Beach,959.0,Private room,No children under 10,1.0,2,3.0,Flagstaff
SHARE;SAFE;CHEAPEST;15 MIN TO HEART OF MANHATTAN.,551.0,Shared room,No pets,1.0,1,2.0,Flagstaff
Doorman Time SQ View 2 bed 2 bath 5200,641.0,Entire home/apt,No visitors,30.0,2,2.0,Flagstaff
"Tranquil private bedroom, Hamilton Heights, NY",804.0,Private room,No children under 10 & No smoking,1.0,2,2.0,Flagstaff
Lower East Dream Room!,1155.0,Private room,No children under 10,2.0,1,2.0,Flagstaff
Stunning 2 bedroom Apt - Breathtaking views!!,914.0,Entire home/apt,No visitors & No pets,30.0,8,4.0,Flagstaff
Air conditioned Excellent Private Room for 1,185.0,Private room,No children under 10 & No parties,5.0,2,4.0,Flagstaff
Comfortable Space in Heart of Astoria,1184.0,Shared room,No parties,30.0,1,3.0,Flagstaff
Stylish apartment in the heart of New York,1086.0,Entire home/apt,No smoking,2.0,8,3.0,Flagstaff
1 BR in Carroll Gardens Townhouse,397.0,Private room,No visitors & No smoking,2.0,1,4.0,Phoenix
Cozy Room in East Harlem,779.0,Private room,No visitors,3.0,2,3.0,Phoenix
Lower East Side Oasis  (private room),487.0,Private room,No children under 10 & No visitors,2.0,2,2.0,Phoenix
"BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",1188.0,Entire home/apt,No smoking,1.0,10,2.0,Phoenix
"Bright, Williamsburg bedroom with private balcony",1021.0,Private room,No parties & No pets,2.0,2,2.0,Phoenix
Hudson Yard - Bright Double Double  Room,880.0,Private room,No pets & No visitors,1.0,2,5.0,Phoenix
"Murray Hill, The Heart of Manhattan",361.0,Private room,No smoking,3.0,1,4.0,Phoenix
"6 Guests! Close to JFK-Manhattan(30 min ""A"" train)",834.0,Entire home/apt,No pets & No parties,1.0,8,5.0,Phoenix
Large Sunny Room with Huge patio in Wburg,881.0,Private room,No parties,2.0,2,4.0,Phoenix
Twin Cabin with a Window One,234.0,Private room,No parties,1.0,1,2.0,Phoenix
"1,100 sq. ft. apt. Penthouse with private deck!",209.0,Entire home/apt,No visitors & No pets,1.0,3,5.0,Phoenix
Bright big bedroom in Brooklyn,894.0,Private room,No smoking,1.0,2,5.0,Phoenix
Pretty Williamsburg Loft,1181.0,Entire home/apt,No visitors,1.0,6,5.0,Phoenix
Brooklyn Home II,631.0,Private room,No visitors & No children under 10,1.0,2,2.0,Phoenix
TriBeCa Amazing River View Loft 3BR,1195.0,Entire home/apt,No parties,10.0,11,1.0,Phoenix
PRIME LOCATION CLEAN SOHO PRIVATE ROOM 2 BEDROOM,919.0,Private room,No smoking,1.0,2,4.0,Phoenix
Versatile private room in Harlem/Hamilton Heights!,398.0,Private room,No pets & No visitors & No parties,4.0,1,5.0,New York
Beautiful and big 1BR sublet close by Central Park,983.0,Private room,No parties & No children under 10,5.0,2,5.0,New York
A Contemporary Homelike Stay in the Best of BK,228.0,Entire home/apt,No pets & No visitors & No children under 10,2.0,2,2.0,New York
Charming Bright Room in Bed Stuy Brownstone,1064.0,Private room,No visitors & No smoking & No pets,30.0,2,3.0,New York
Spacious Bedroom in Prime Brooklyn Location,782.0,Private room,No parties & No pets,3.0,1,4.0,New York
Cool Downtown Apartment in Great Location,997.0,Entire home/apt,No pets,4.0,7,4.0,New York
Modern Brooklyn oasis (PRIVATE ROOM),403.0,Private room,No children under 10,1.0,1,5.0,New York
Magical rowhouse and garden in Williamsburg,189.0,Entire home/apt,No parties,4.0,3,1.0,New York
Large Bed-Stuy Apartment,132.0,Entire home/apt,No visitors,6.0,2,4.0,New York
IN MINT CONDITION-1BR&TERRACE-E 44TH/UNITED NATION,297.0,Entire home/apt,No pets,30.0,2,4.0,New York
Spacious Private Access Near Trains M - L and J,800.0,Private room,No pets,2.0,1,4.0,New York
Sunny + Spacious Master Bedroom with Outdoor Deck,109.0,Private room,No pets,3.0,1,5.0,New York
✈ NYC/Travelers. New Private Access Room Bed Full,1158.0,Private room,No pets,2.0,1,5.0,New York
Comfortable Room near the center of Manhattan.,980.0,Private room,No pets & No smoking,2.0,2,3.0,Watertown
Zen Holiday Getaway,56.0,Entire home/apt,No visitors,7.0,3,2.0,Watertown
Spacious & Cozy 1BR Apartment in Brownstone Bldg,1008.0,Entire home/apt,No smoking & No parties,1.0,4,3.0,Watertown
Beautiful brownstone apartment,638.0,Entire home/apt,No parties & No visitors & No children under 10,2.0,3,3.0,Watertown
Beautiful Apartment in Center of Williamsburg,307.0,Entire home/apt,No visitors & No parties & No pets,4.0,3,2.0,Watertown
Cozy one bedroom apartment,321.0,Entire home/apt,No smoking,1.0,2,5.0,Watertown
"Spacious, Sunny Room in Park Slope",338.0,Private room,No smoking & No visitors,2.0,1,5.0,Watertown
Residential Area in the heart of Queens,913.0,Private room,No children under 10,1.0,1,5.0,Watertown
Family Friendly Getaway,530.0,Entire home/apt,No pets & No visitors & No children under 10,28.0,4,1.0,Watertown
Paris in New York Cozy private entrance&bath bkfst,238.0,Private room,No visitors,2.0,2,2.0,Watertown
Super clean & new 1 bedroom apartment,647.0,Entire home/apt,No visitors & No parties,1.0,2,4.0,Watertown
"Spacious living room, walk-in closet",1125.0,Shared room,No smoking & No children under 10,3.0,1,3.0,Watertown
Manhattan - Upper East Side Lovely Private Bedroom,81.0,Private room,No pets & No parties,1.0,2,5.0,Watertown
Shared Apartment by Times Square Manhattan,1050.0,Shared room,No visitors & No pets & No smoking,1.0,1,4.0,Seattle
Large quiet private studio in East Harlem,181.0,Entire home/apt,No children under 10,7.0,2,3.0,Seattle
Nolita 1br near Little Italy/SoHo,380.0,Entire home/apt,No visitors & No pets,20.0,2,1.0,Seattle
private spacious LES bedroom,325.0,Private room,No parties & No pets,2.0,1,4.0,Seattle
"Peaceful, cozy studio in Chinatown",576.0,Entire home/apt,No pets & No children under 10 & No visitors,20.0,2,1.0,Seattle
Small Private Room in quiet Manhattan Apt,105.0,Private room,No visitors,4.0,1,5.0,Seattle
Cozy Room Amazingly Located in Williamsburg !,448.0,Private room,No smoking,3.0,2,4.0,Seattle
NYC HUB HOME: Train @ 900ft; midtown 30min!,1184.0,Entire home/apt,No parties & No pets,2.0,7,4.0,Seattle
New tidy  room attached by PRIVATE FULL BATH,73.0,Private room,No parties & No smoking,3.0,2,5.0,Seattle
Sun Drenched Artist Loft in Williamsburg!,607.0,Entire home/apt,No children under 10 & No visitors & No parties,4.0,2,5.0,Seattle
**Cozy Room In Hip Ultra Location LES/NOLITA**,537.0,Private room,No visitors,2.0,2,5.0,Seattle
Comfort Haven,910.0,Private room,No smoking & No visitors & No parties,1.0,2,3.0,Seattle
"A+ Chelsea Location! MSG, Javits, Penn!",833.0,Entire home/apt,No children under 10 & No smoking & No pets,31.0,4,5.0,Yakima
Large 4 BR West Village townhouse/roof garden,157.0,Entire home/apt,No pets,2.0,3,1.0,Yakima
Spacious studio in LIC,455.0,Entire home/apt,No pets & No visitors,4.0,3,4.0,Yakima
Cute studio apt in West Village,1006.0,Entire home/apt,No children under 10,7.0,2,2.0,Yakima
"Close to everything, transportation",1180.0,Private room,No parties & No smoking & No visitors,1.0,1,1.0,Yakima
"Single Bed  room in townhouse, near subway",827.0,Private room,No children under 10 & No pets,2.0,2,3.0,Yakima
Spacious Apartment in Crown Heights,173.0,Entire home/apt,No parties & No smoking,3.0,2,3.0,Yakima
Luxury Sun-filled Private Room near Time Square,918.0,Private room,No children under 10,2.0,1,5.0,Yakima
Prime West Village haven,540.0,Entire home/apt,No children under 10 & No parties,5.0,4,2.0,Yakima
30 minutes to Times Square! 10 to Williamsburg!,671.0,Private room,No smoking & No parties,4.0,1,5.0,Yakima
Spacious Room in Large 2 Bedroom Prewar Apartment,585.0,Private room,No parties & No visitors,1.0,2,4.0,San Diego
Big room near Prospect Park! NY!,752.0,Private room,No parties & No smoking & No pets,7.0,1,2.0,San Diego
"Luxury 4BR Home, Spacious & Central to Trains",392.0,Entire home/apt,No parties,3.0,3,5.0,San Diego
Cozy 1.5BD in Parkslope Brooklyn,1093.0,Entire home/apt,No parties,3.0,10,2.0,San Diego
Spacious & Homey Williamsburg 1BR Apartment,1004.0,Entire home/apt,No parties,5.0,4,3.0,San Diego
Upper East Side 1 Bedroom Gem,692.0,Shared room,No children under 10 & No parties & No smoking,2.0,1,3.0,San Diego
Organic Oasis Duplex (EMF-free),1186.0,Entire home/apt,No visitors & No smoking,60.0,4,4.0,San Diego
Harlem Garden Oasis in  New York City Brownstone,368.0,Entire home/apt,No visitors,31.0,3,5.0,San Diego
Conveniently located 2 BR Time Square Apartment,502.0,Entire home/apt,No parties & No smoking & No children under 10,2.0,4,5.0,San Diego
LargeBedroom gem in historic Red Hook Brooklyn!,787.0,Private room,No visitors,4.0,2,3.0,San Diego
The Perfect Upper East Side Apartment,847.0,Entire home/apt,No visitors,1.0,2,3.0,San Diego
CHIC EVENT SPACE,1068.0,Entire home/apt,No visitors,1.0,2,5.0,San Diego
Midtown East 2 Bed/2 Bath Elevator Building Apt,540.0,Entire home/apt,No pets,7.0,4,3.0,Los Angeles
Sunny apartment with easy connections to anywhere.,968.0,Private room,No children under 10,3.0,1,4.0,Los Angeles
"Upper West Side, Manhattan, NY",1083.0,Entire home/apt,No parties & No visitors,6.0,10,1.0,Los Angeles
"Room in Queens, NY, near LGA.",982.0,Private room,No children under 10,1.0,2,2.0,Los Angeles
Best Nest.,371.0,Private room,No pets,1.0,2,4.0,Los Angeles
Cozy Harlem Home,987.0,Private room,No smoking & No parties,1.0,2,2.0,Los Angeles
Enormous Private Room in Shared Apartment,198.0,Private room,No pets & No children under 10,5.0,1,3.0,Los Angeles
Cosy room in a sunny Brooklyn flat,678.0,Private room,No smoking,3.0,1,3.0,Los Angeles
Private Room with Private Bath Upper East Side,359.0,Private room,No children under 10,1.0,2,4.0,Los Angeles
Spacious Luxury Studio-96th and WEA,820.0,Entire home/apt,No parties & No pets,4.0,8,2.0,Los Angeles
Luxury building studio,1076.0,Entire home/apt,No parties & No children under 10,2.0,2,1.0,Los Angeles
Lovely studio,117.0,Entire home/apt,No visitors,1.0,3,4.0,Los Angeles
Clean,720.0,Private room,No visitors & No parties & No smoking,3.0,1,2.0,Pittsburgh
Sunny 1 BR Brooklyn Loft Apartment,60.0,Entire home/apt,No visitors,4.0,2,1.0,Pittsburgh
Single private Bedroom in a beautiful House,954.0,Private room,No parties,3.0,1,5.0,Pittsburgh
Beautiful room at the heart of Bushwick,250.0,Shared room,No smoking,30.0,1,2.0,Pittsburgh
"New Designer 4 Bedroom, AC-Laundry. Next to Subway",1192.0,Entire home/apt,No parties & No smoking,2.0,4,3.0,Pittsburgh
"Large, sunny room in Brooklyn",1121.0,Private room,No children under 10,3.0,1,4.0,Pittsburgh
UWS Luxury 2 bdrm 2 bath Penthouse,1187.0,Entire home/apt,No visitors,30.0,4,2.0,Pittsburgh
Brooklyn Room in Hip Neighborhood - Close to Train,742.0,Private room,No parties & No children under 10 & No smoking,1.0,1,1.0,Philadelphia
Industrial Loft Living in NYC,178.0,Entire home/apt,No smoking,4.0,3,3.0,Philadelphia
Top floor of an amazing duplex,509.0,Private room,No parties,1.0,2,3.0,Philadelphia
Sunny room along riverside on 66th,217.0,Entire home/apt,No visitors & No parties,12.0,2,1.0,Philadelphia
Modern Luxury Apartment in Heart of Williamsburg,567.0,Entire home/apt,No parties,2.0,3,2.0,Philadelphia
Quiet Cozy Chelsea Studio,1029.0,Entire home/apt,No parties,3.0,7,5.0,Philadelphia
2BR luxury apt in Midtown East,897.0,Entire home/apt,No children under 10,4.0,3,3.0,Philadelphia
2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,609.0,Private room,No visitors & No pets,3.0,2,2.0,Philadelphia
Gorgeous Lower Manhattan studio for summer sublet,962.0,Entire home/apt,No pets,35.0,4,4.0,Philadelphia
PRIVATE BEDROOM and BATHROOM crown heights Aprtmnt,1047.0,Private room,No smoking & No pets,1.0,2,5.0,Philadelphia
Harlem cozy nights,457.0,Entire home/apt,No visitors,4.0,3,4.0,Denver
Studio Style Basement in Shared Apartment,498.0,Private room,No parties & No visitors,20.0,1,5.0,Denver
Bright room in Williamsburg loft,636.0,Private room,No pets & No smoking & No visitors,14.0,2,4.0,Denver
Room in Spacious Williamsburg Loft,934.0,Private room,No parties,21.0,2,4.0,Denver
GORGEOUS Newly-Renovated 2-BR Flat,731.0,Entire home/apt,No parties,30.0,6,5.0,Denver
Quaint & Charming 2BR + Futon,897.0,Private room,No children under 10,1.0,1,1.0,Denver
"Peaceful, beautiful home away ",414.0,Entire home/apt,No smoking & No visitors & No parties,2.0,4,1.0,Denver
Big Sunny Bushwick Apartment,714.0,Entire home/apt,No pets & No visitors,4.0,3,2.0,Denver
*NO GUEST SERVICE FEE* Luxury Studio Suite w/ Free Continental Breakfast,390.0,Entire home/apt,No smoking & No visitors & No parties,3.0,2,2.0,Denver
Lux 1BR in the heart of NYC Theater district!,81.0,Entire home/apt,No children under 10,30.0,3,4.0,Durango
UES studio walking distance to central park,997.0,Entire home/apt,No pets,7.0,6,4.0,Durango
Luxury in Best Location,70.0,Entire home/apt,No children under 10 & No visitors,198.0,2,5.0,Durango
"BEAUTIFUL 2 BED APARTMENT IN WILLIAMSBURG, BROOLYN",1022.0,Entire home/apt,No children under 10 & No parties,7.0,7,3.0,Durango
Private bedroom w/ roofdeck NO CLEANING FEE,1033.0,Private room,No pets,3.0,1,5.0,Durango
CROWN HEIGHTS GUEST HOUSE 2L2R,467.0,Entire home/apt,No children under 10,3.0,3,2.0,Durango
Beautiful Room in Brooklyn!!,886.0,Private room,No children under 10,30.0,1,2.0,Durango
Cherry Hill House - Blue Room,1008.0,Private room,No smoking,1.0,1,1.0,Durango
Northern Manhattan Getaway,663.0,Private room,No smoking & No visitors,2.0,2,3.0,Durango
Prime East Village location w/backyard garden!,978.0,Entire home/apt,No pets & No smoking,4.0,7,5.0,Wilmington
Private Bedroom in Williamsburg!,400.0,Private room,No pets,5.0,2,5.0,Wilmington
Doorman Harlem Apt with Great Views,921.0,Entire home/apt,No visitors & No pets,1.0,7,3.0,Wilmington
Brooklyn Bedroom - Warm & Cozy Near Subway (1),339.0,Private room,No visitors & No children under 10,2.0,1,5.0,Wilmington
"#1 PRIVATE STUDIO IN BX,15MINS NYC.",1128.0,Private room,No parties & No visitors,2.0,2,4.0,Wilmington
Wyndham Midtown 45 (1 Bedroom Presidential) 2A,1194.0,Entire home/apt,No visitors & No pets,3.0,5,2.0,Wilmington
Private: The Grey Room,954.0,Private room,No smoking,1.0,2,2.0,Wilmington
"3BR/1.5BA East Harlem - Families, Space , Quiet!",616.0,Entire home/apt,No smoking,1.0,2,3.0,Wilmington
"Private room. 1 bed, 2 guests, 3333 Broadway",705.0,Private room,No children under 10 & No smoking,1.0,2,3.0,Wilmington
Close to East Side Hospitals- Modern 2 Bedroom Apt,285.0,Entire home/apt,No smoking,30.0,3,3.0,Wilmington
Vibrant Crown Heights,343.0,Private room,No visitors & No smoking & No children under 10,3.0,1,5.0,Wilmington
A Lovely One Bedroom Apartment!,882.0,Entire home/apt,No parties,10.0,8,5.0,Wilmington
Full-Service Junior Suite in Midtown Manhattan,368.0,Entire home/apt,No smoking & No pets,3.0,2,3.0,Wilmington
Private room for 2 (10 min to city) - Females only,453.0,Private room,No parties & No smoking & No visitors,1.0,1,4.0,Wilmington
Semi Private Bedroom,840.0,Shared room,No smoking & No visitors,1.0,1,3.0,Wilmington
Luxury 3 bedroom apartment on the Upper East Side,481.0,Entire home/apt,No children under 10 & No smoking,2.0,3,5.0,Wilmington
Big and cozy room,104.0,Private room,No smoking & No parties,3.0,2,5.0,Wilmington
Charming 1BR in heart of Chinatown,503.0,Private room,No smoking & No children under 10,2.0,2,2.0,Wilmington
Luxury Apt very close to public transport,871.0,Private room,No pets & No children under 10,5.0,2,4.0,Wilmington
BEAUTIFUL&BRIGHT 1 bd (E. Village),207.0,Private room,No pets,1.0,1,5.0,Wilmington
Cute Greenpoint room,335.0,Private room,No children under 10 & No pets,3.0,1,2.0,Charlotte
Elegant Studio Apt in Prospect Heights,640.0,Entire home/apt,No parties,2.0,5,5.0,Charlotte
Two Bedrooms with Dedicated Bath,615.0,Private room,No visitors & No pets,3.0,2,4.0,Charlotte
Lower East Side 1bedroom apt in NYC,861.0,Entire home/apt,No parties & No children under 10,3.0,6,3.0,Charlotte
Luxury 2 bdr/2 bath prime Williamburg,218.0,Entire home/apt,No children under 10 & No smoking & No pets,1.0,3,5.0,Charlotte
Nice apartment 4 Springbreak in NY,391.0,Private room,No pets & No visitors,3.0,2,4.0,Charlotte
Spacious with amazing views 1 bedroom apartment,660.0,Entire home/apt,No pets & No visitors,7.0,5,2.0,Charlotte
Stunning 5 BR Townhouse with Chef's Kitchen #10288,664.0,Entire home/apt,No pets,3.0,2,4.0,Charlotte
Designer 2 Bedroom Loft**Greenwich Village**4BEDS*,660.0,Entire home/apt,No smoking & No parties,5.0,6,2.0,Charlotte
1 Bedroom in 2 bedroom Apartment,286.0,Private room,No pets,30.0,2,2.0,Charlotte
"Home Away From Home. Sunny, Spacious 1BR Apartment",1008.0,Entire home/apt,No pets,90.0,9,1.0,Charlotte
Beautiful Williamsburg 1.5 BR-9 min to NYC!,1108.0,Entire home/apt,No pets & No smoking,2.0,6,1.0,Charlotte
Awesome Room in the Heart of Bushwick!,404.0,Private room,No visitors & No pets & No children under 10,7.0,1,4.0,Charlotte
Affordable Spacious Refurbished Room in Bushwick!,274.0,Private room,No visitors,2.0,1,1.0,Charlotte
Beautiful apartment ~25min from Times Square,571.0,Entire home/apt,No smoking & No visitors,5.0,5,5.0,Pellston
Large Room with Pull-out Sofa and Balcony,443.0,Private room,No parties & No pets & No children under 10,1.0,1,3.0,Pellston
"One Bedroom Apartment in Brownstone in Harlem, NYC",1068.0,Entire home/apt,No parties,3.0,3,1.0,Pellston
Spacious 1 BR W/ adjustable Queen bed. Comfy!,581.0,Entire home/apt,No pets & No visitors,2.0,4,2.0,Pellston
Designer's Beautiful 2BR Apartment in NOLITA/SOHO,1120.0,Entire home/apt,No smoking & No children under 10,2.0,6,5.0,Pellston
